Strike,Last_Price,Bid,Mid,Ask,Volume,OI,IV,Delta,Gamma,Theta,Vega,OptionType,Expiration,UndPrice
5.00,105.4,104.85,105.70,106.55,2,363,10.0,1.00,0.0000,0.00,0.00,Call,2025-04-17,110.71
10.00,102.97,99.85,100.70,101.55,3,65,10.0,1.00,0.0000,-0.01,0.00,Call,2025-04-17,110.71
15.00,95.3,94.85,95.70,96.55,1,128,10.0,1.00,0.0000,-0.08,0.00,Call,2025-04-17,110.71
20.00,90.16,90.45,90.70,90.95,9,90,10.0,1.00,0.0001,-0.23,0.00,Call,2025-04-17,110.71
25.00,85.07,85.45,86.00,86.55,9,137,10.0,0.99,0.0003,-0.50,0.00,Call,2025-04-17,110.71
30.00,81.05,80.45,81.00,81.55,108,193,10.0,0.98,0.0005,-0.86,0.00,Call,2025-04-17,110.71
35.00,76.51,75.45,76.00,76.55,4,439,10.0,0.97,0.0008,-1.31,0.01,Call,2025-04-17,110.71
40.00,71.5,69.90,70.73,71.55,87,246,9.2137,0.97,0.0010,-1.43,0.01,Call,2025-04-17,110.71
45.00,,64.90,65.73,66.55,0,220,8.2422,0.96,0.0013,-1.42,0.01,Call,2025-04-17,110.71
50.00,63.0,60.05,60.75,61.45,1,1217,7.4119,0.96,0.0016,-1.41,0.01,Call,2025-04-17,110.71
55.00,56.15,54.90,55.75,56.60,5,407,6.6304,0.95,0.0019,-1.39,0.01,Call,2025-04-17,110.71
58.00,53.11,51.85,52.73,53.60,4,0,6.166399999999999,0.95,0.0022,-1.35,0.01,Call,2025-04-17,110.71
59.00,51.96,50.90,51.45,52.00,5,25,5.7001,0.95,0.0021,-1.14,0.01,Call,2025-04-17,110.71
60.00,51.83,50.25,50.73,51.20,2,2116,5.8892999999999995,0.94,0.0023,-1.34,0.01,Call,2025-04-17,110.71
61.00,50.16,49.55,49.78,50.00,5,24,5.8079,0.94,0.0025,-1.37,0.01,Call,2025-04-17,110.71
62.00,49.15,48.60,48.80,49.00,11,22,5.6999,0.94,0.0026,-1.38,0.01,Call,2025-04-17,110.71
63.00,47.45,47.55,47.78,48.00,7,95,5.5417,0.94,0.0027,-1.35,0.01,Call,2025-04-17,110.71
64.00,47.45,46.60,46.75,46.90,65,4,5.3862,0.94,0.0028,-1.33,0.01,Call,2025-04-17,110.71
65.00,45.8,45.55,45.75,45.95,206,582,5.2584,0.94,0.0029,-1.32,0.01,Call,2025-04-17,110.71
66.00,45.25,44.60,44.78,44.95,5,2,5.1568,0.94,0.0030,-1.33,0.01,Call,2025-04-17,110.71
67.00,43.85,43.60,43.80,44.00,40,1,5.056,0.93,0.0032,-1.34,0.01,Call,2025-04-17,110.71
68.00,42.93,42.60,42.80,43.00,8,10,4.9324,0.93,0.0033,-1.33,0.01,Call,2025-04-17,110.71
69.00,41.25,41.60,41.80,42.00,4,13,4.8105,0.93,0.0035,-1.32,0.01,Call,2025-04-17,110.71
70.00,41.6,40.60,40.70,40.80,199,2312,4.5988,0.93,0.0036,-1.25,0.01,Call,2025-04-17,110.71
71.00,40.45,39.60,39.80,40.00,13,17,4.5713,0.93,0.0038,-1.30,0.01,Call,2025-04-17,110.71
72.00,38.2,38.60,38.80,39.00,6,5,4.4538,0.92,0.0040,-1.29,0.01,Call,2025-04-17,110.71
73.00,37.55,37.55,37.78,38.00,4,21,4.3163,0.92,0.0041,-1.27,0.01,Call,2025-04-17,110.71
74.00,36.55,36.60,36.80,37.00,1,12,4.222799999999999,0.92,0.0043,-1.27,0.01,Call,2025-04-17,110.71
75.00,36.45,35.70,36.00,36.30,379,1670,4.2681000000000004,0.91,0.0046,-1.39,0.01,Call,2025-04-17,110.71
76.00,34.4,34.55,34.78,35.00,1,241,3.9767,0.92,0.0048,-1.24,0.01,Call,2025-04-17,110.71
77.00,33.65,33.60,33.80,34.00,7,194,3.8855,0.91,0.0050,-1.24,0.01,Call,2025-04-17,110.71
78.00,33.65,32.60,32.80,33.00,22,398,3.7754000000000003,0.91,0.0052,-1.23,0.01,Call,2025-04-17,110.71
79.00,31.1,31.55,31.78,32.00,23,247,3.6473,0.91,0.0055,-1.21,0.01,Call,2025-04-17,110.71
80.00,31.35,30.55,30.75,30.95,457,10071,3.5208999999999997,0.91,0.0058,-1.18,0.01,Call,2025-04-17,110.71
